SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,EdgeCount,Indegree,IsSingleNode,kineticLaw-,kineticLaw--units,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,Outdegree,PartnerOfMultiEdgedNodePairs,Radiality,sbml charge,sbml compartment,sbml id,sbml initial amount,sbml initial concentration,sbml type,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
298957,3.81710763,0.00170178,0.26197847,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"gamma-Linolenoyl-CoA hydrolase (18:3(6Z,9Z,12Z))",205.4,5,0,0,0,0.84349402,,,R_FACOAE1836Z9Z12Z,,,reaction,TRUE,0,"gamma-Linolenoyl-CoA hydrolase (18:3(6Z,9Z,12Z))",25597372,0.26340206
301373,4.74389931,2.03E-04,0.21079705,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,digalactosyl-diacylglycerol galactohydrolase (18:1(9Z)/16:1(9Z)),60.75,4,0,0,0,0.79200559,,,R_DGDGGH1819Z1619Z,,,reaction,TRUE,0,digalactosyl-diacylglycerol galactohydrolase (18:1(9Z)/16:1(9Z)),3589364,0.28317536
299655,6.07963011,2.57E-04,0.16448369,0,4,14,4,4,FALSE,0,mmol_per_gDW_per_hr,3-oxoacyl-[acyl-carrier-protein] reductase ((11Z)-n-C18:1),61.5,4,0,0,0,0.71779833,,,R_3OAR181,,,reaction,TRUE,0,3-oxoacyl-[acyl-carrier-protein] reductase ((11Z)-n-C18:1),8221906,0.484
297588,5.88389417,1.52E-04,0.16995547,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,"ethanol transport via diffusion, glyoxysome",4.5,2,0,0,0,0.72867255,,,R_ETOHtx,,,reaction,TRUE,0,"ethanol transport via diffusion, glyoxysome",1831916,0.5
307513,3.99589006,7.00E-04,0.25025714,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,UTP---glucose-1-phosphate uridylyltransferase,125.6,5,0,0,0,0.83356166,,,R_UG1PUT,,,reaction,TRUE,0,UTP---glucose-1-phosphate uridylyltransferase,4716432,0.21707317
300544,4.06164911,0.00144871,0.24620541,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,inositol 3-alpha-galactosyltransferase,111.4,5,0,0,0,0.82990838,,,R_IAGT,,,reaction,TRUE,0,inositol 3-alpha-galactosyltransferase,6016804,0.20597015
299117,4.83380426,5.60E-04,0.20687639,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,malate dehydrogenase (NADP+),99.8,5,0,0,0,0.78701087,,,R_MDH_LPAREN_nadp_RPAREN_hi,,,reaction,TRUE,0,malate dehydrogenase (NADP+),24598032,0.31069182
303490,4.8487028,6.49E-04,0.20624073,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,homoserine dehydrogenase,98.4,5,0,0,0,0.78618318,,,R_HSDH,,,reaction,TRUE,0,homoserine dehydrogenase,32219220,0.31019108
307735,5.1163627,7.55E-04,0.19545135,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,dehydrodolichol diphosphate synthase,22.25,4,0,0,0,0.77131318,,,R_DEDOLDPS,,,reaction,TRUE,0,dehydrodolichol diphosphate synthase,9377600,0.26234568
298238,5.64397637,7.17E-05,0.17718005,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,"alanine aminotransferase, mitochondrial",15.75,4,0,0,0,0.74200131,,,R_AAT,,,reaction,TRUE,0,"alanine aminotransferase, mitochondrial",802066,0.32065217
300666,5.31672232,3.83E-04,0.18808581,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,"glutathione-disulfide reductase, mitochondria",44.8,5,0,0,0,0.76018209,,,R_GDRm,,,reaction,TRUE,0,"glutathione-disulfide reductase, mitochondria",56033454,0.28627451
302585,4.62471102,7.42E-04,0.21622973,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,sulfolipid synthase (18:1(9Z)/16:0),53.6,5,0,0,0,0.79862717,,,R_SQDGS1819Z160,,,reaction,TRUE,0,sulfolipid synthase (18:1(9Z)/16:0),12037780,0.20873016
295418,4.69971744,7.20E-05,0.21277875,0,6,11,6,0,FALSE,,,phosphatidylethanolamine (18:1(11Z)/18:1(9Z)),5.33333333,6,0,6,0,0.79446014,0,c,M_pe18111Z1819Z_c,NaN,NaN,species,TRUE,0,phosphatidylethanolamine (18:1(11Z)/18:1(9Z)),864964,0.22807018
298439,3.89262779,6.87E-04,0.25689587,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,Glutamate semialdehyde conversion,228.75,4,0,0,0,0.83929846,,,R_GSC,,,reaction,TRUE,0,Glutamate semialdehyde conversion,6788556,0.33248175
303608,5.62188544,4.82E-06,0.17787627,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,glucose-6-phosphate isomerase (g6p-A),10.5,2,0,0,0,0.74322859,,,R_PGIA,,,reaction,TRUE,0,glucose-6-phosphate isomerase (g6p-A),1212,0.5
306353,4.04572309,6.28E-04,0.2471746,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"phosphoribosylaminoimidazole carboxylase, cytosol",139.75,4,0,0,0,0.83079316,,,R_PRAIC,,,reaction,TRUE,0,"phosphoribosylaminoimidazole carboxylase, cytosol",3624212,0.25886194
300505,5.81453892,5.19E-04,0.17198268,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,1-alpha-D-Galactosyl-myo-inositol:sucrose,3.5,4,0,0,0,0.73252562,,,R_AGMIS,,,reaction,TRUE,0,1-alpha-D-Galactosyl-myo-inositol:sucrose,2742676,0.27777778
295724,6.29694323,0.00170602,0.15880721,0,10,13,10,0,FALSE,,,Thiamine diphosphate,4.3,10,0,10,0,0.70572538,0,m,M_thmpp_m,NaN,NaN,species,TRUE,0,Thiamine diphosphate,251023376,0.19411765
305188,5.15592088,0.00101151,0.19395177,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,3-deoxy-7-phosphoheptulonate synthase,56.2,5,0,0,0,0.76911551,,,R_DPHS,,,reaction,TRUE,0,3-deoxy-7-phosphoheptulonate synthase,11508708,0.23193277
295211,4.19624968,0.00150297,0.23830803,0,7,11,7,0,FALSE,,,"Monogalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl, 18:2(9Z,12Z)/16:0)",79.28571429,7,0,7,0,0.82243057,0,h,M_mgdg1829Z12Z160_h,NaN,NaN,species,TRUE,0,"Monogalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl, 18:2(9Z,12Z)/16:0)",45510458,0.42779079
294651,5.89108657,0.0013201,0.16974797,0,23,13,23,0,FALSE,,,CO2,4.86956522,23,0,23,0,0.72827297,0,m,M_co2_m,NaN,NaN,species,TRUE,0,CO2,179318368,0.07897072
295091,7.34960185,3.04E-05,0.13606179,0,2,13,2,0,FALSE,,,trans-Hex-2-enoyl-CoA,3.5,2,0,2,0,0.64724434,0,x,M_hx2coa_x,NaN,NaN,species,TRUE,0,trans-Hex-2-enoyl-CoA,44360,0.5
298541,4.65142564,0.00127851,0.21498785,0,6,12,6,6,FALSE,0,mmol_per_gDW_per_hr,3-aminopropanal:NAD+ oxidoreductase,85,6,0,0,0,0.79714302,,,R_APOR,,,reaction,TRUE,0,3-aminopropanal:NAD+ oxidoreductase,14442414,0.20895522
295076,5.62805035,2.04E-06,0.17768142,0,2,13,2,0,FALSE,,,L-Histidinol,5,2,0,2,0,0.74288609,0,h,M_histd_h,NaN,NaN,species,TRUE,0,L-Histidinol,32790,0.57142857
295047,5.62548163,2.90E-04,0.17776256,0,5,13,5,0,FALSE,,,Hydrogen sulfide,4.8,5,0,5,0,0.7430288,0,h,M_h2s_h,NaN,NaN,species,TRUE,0,Hydrogen sulfide,6951742,0.27142857
294356,7.01053172,1.46E-06,0.14264253,0,4,13,4,0,FALSE,,,Hyp(4-b1)Ara[(2-b1)Ara(2-a1)Gal](3-a1)Gal,4,4,0,4,0,0.66608157,0,g,M_4hproara_DASH_LPAREN_DASH_aragal_DASH_RPAREN_DASH_gal_g,NaN,NaN,species,TRUE,0,Hyp(4-b1)Ara[(2-b1)Ara(2-a1)Gal](3-a1)Gal,298,0.42857143
294776,6.22604675,4.64E-04,0.16061556,0,6,13,6,0,FALSE,,,Dihydrolipoamide,4.33333333,6,0,6,0,0.70966407,0,m,M_dhlam_m,NaN,NaN,species,TRUE,0,Dihydrolipoamide,97989448,0.22222222
303544,6.04264064,1.11E-06,0.16549056,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,"glucose-6-phosphate isomerase, chloroplast",5.5,2,0,0,0,0.7198533,,,R_G6PIh,,,reaction,TRUE,0,"glucose-6-phosphate isomerase, chloroplast",178,0.5
304811,4.051888,2.66E-04,0.24679853,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,Dihydrofolate reductase (NADP+),130.6,5,0,0,0,0.83045067,,,R_DHFRi,,,reaction,TRUE,0,Dihydrofolate reductase (NADP+),4228480,0.24179104
298598,4.05342923,6.61E-04,0.24670469,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,dihydropyrimidine dehydrogenase (NADP+),127.8,5,0,0,0,0.83036504,,,R_DHDH,,,reaction,TRUE,0,dihydropyrimidine dehydrogenase (NADP+),3875898,0.23745318
295436,4.64526072,1.55E-04,0.21527317,0,7,11,7,0,FALSE,,,Phosphoenolpyruvate,4.71428571,7,0,7,0,0.79748552,0,c,M_pep_c,NaN,NaN,species,TRUE,0,Phosphoenolpyruvate,1209078,0.24761905
304538,4.28615464,6.12E-04,0.23330936,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,nicotinamide amidohydrolase,107.5,4,0,0,0,0.81743585,,,R_NAAH,,,reaction,TRUE,0,nicotinamide amidohydrolase,1353914,0.26558603
301150,4.37040843,1.66E-04,0.22881157,0,6,10,6,6,FALSE,0,mmol_per_gDW_per_hr,"linoleate desaturase (2'-18:4(5Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/16:0)",107.3333333,6,0,0,0,0.81275509,,,R_ASQDCADS1839Z12Z15Z160,,,reaction,TRUE,0,"linoleate desaturase (2'-18:4(5Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/16:0)",2152910,0.24221716
299609,5.2658618,4.26E-04,0.18990244,0,3,12,3,3,FALSE,0,mmol_per_gDW_per_hr,3-hydroxyacyl-[acyl-carrier-protein] dehydratase ((11Z)-n-C18:1),70,3,0,0,0,0.76300768,,,R_3HAD181,,,reaction,TRUE,0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase ((11Z)-n-C18:1),4956086,0.33333333
295684,4.44438736,1.99E-04,0.22500289,0,5,11,5,0,FALSE,,,"Triacylglycerol (18:1(11Z)/18:1(11Z)/18:3(5Z,9Z,12Z))",107.2,5,0,5,0,0.80864515,0,c,M_tag18111Z18111Z1835Z9Z12Z_c,NaN,NaN,species,TRUE,0,"Triacylglycerol (18:1(11Z)/18:1(11Z)/18:3(5Z,9Z,12Z))",2868212,0.59329609
304766,6.02106345,3.46E-04,0.16608362,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,"UDP-arabinose:O-glycan 1,2-beta-L-arabinosyltransferase (4hproaraaraara)",8.75,4,0,0,0,0.72105203,,,R_B2ARAT4,,,reaction,TRUE,0,"UDP-arabinose:O-glycan 1,2-beta-L-arabinosyltransferase (4hproaraaraara)",2712348,0.3875
295376,4.89134344,0,0.20444281,0,1,11,1,0,FALSE,,,"1-(11Z)-octadecenoyl,2-(5Z,9Z,12Z,15Z)-octadecatetraenoyl-sn-glycerol 3-phosphate",5,1,0,1,0,0.78381425,0,c,M_pa18111Z1845Z9Z12Z15Z_c,NaN,NaN,species,TRUE,0,"1-(11Z)-octadecenoyl,2-(5Z,9Z,12Z,15Z)-octadecatetraenoyl-sn-glycerol 3-phosphate",0,0
300439,6.44952479,8.30E-07,0.15505018,0,2,14,2,2,FALSE,0,mmol_per_gDW_per_hr,alpha-D-Glucose aldose-ketose-isomerase,8.5,2,0,0,0,0.69724862,,,R_AGAKI,,,reaction,TRUE,0,alpha-D-Glucose aldose-ketose-isomerase,3204,0.53571429
294240,7.34446442,2.13E-05,0.13615697,0,2,13,2,0,FALSE,,,"3',5'-Cyclic GMP",4,2,0,2,0,0.64752975,0,n,M_35cgmp_n,NaN,NaN,species,TRUE,0,"3',5'-Cyclic GMP",102090,0.6
295498,6.28512715,7.10E-05,0.15910577,0,2,13,2,0,FALSE,,,(R)-Pantothenate,4.5,2,0,2,0,0.70638182,0,m,M_pnto_DASH_R_m,NaN,NaN,species,TRUE,0,(R)-Pantothenate,18884,0.5
297945,4.69252504,0.00469481,0.21310488,0,7,10,7,7,FALSE,0,mmol_per_gDW_per_hr,"Na+-translocating F-type ATPase, mitochondrial",50,7,0,0,0,0.79485972,,,R_NA1ATPasem,,,reaction,TRUE,0,"Na+-translocating F-type ATPase, mitochondrial",35253348,0.21304348
295482,7.63318777,5.80E-07,0.13100686,0,2,15,2,0,FALSE,,,Phytofluene,4,2,0,2,0,0.63148957,0,h,M_phytfl_h,NaN,NaN,species,TRUE,0,Phytofluene,47164,0.75
305863,8.10377601,6.83E-06,0.12339926,0,3,14,3,3,FALSE,0,mmol_per_gDW_per_hr,"adenylate cyclase, nucleus",4.33333333,3,0,0,0,0.60534578,,,R_ADECn,,,reaction,TRUE,0,"adenylate cyclase, nucleus",40160,0.41666667
301327,4.63549961,4.97E-04,0.21572648,0,8,12,8,8,FALSE,0,mmol_per_gDW_per_hr,"digalatcosyldiacylglycerol 16-carbon delta4-desaturase (18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z))",83.125,8,0,0,0,0.7980278,,,R_DGDGD4DS1839Z12Z15Z1634Z7Z10Z,,,reaction,TRUE,0,"digalatcosyldiacylglycerol 16-carbon delta4-desaturase (18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z))",27877948,0.29541367
297195,4.06524531,0.00174027,0.24598762,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,hco3 transport,136.5,4,0,0,0,0.82970859,,,R_HCO3_LPAREN_h_RPAREN_ti,,,reaction,TRUE,0,hco3 transport,9492826,0.25662879
296599,7.67736964,0,0.13025294,0,1,14,1,1,FALSE,0,mmol_per_gDW_per_hr, ,2,1,0,0,0,0.62903502,,,R_DM_icit_LPAREN_h_RPAREN_,,,reaction,TRUE,0, ,0,0
294261,6.63447213,1.65E-05,0.15072789,0,2,13,2,0,FALSE,,,(S)-3-Hydroxyhexanoyl-CoA,4,2,0,2,0,0.68697377,0,x,M_3hhcoa_x,NaN,NaN,species,TRUE,0,(S)-3-Hydroxyhexanoyl-CoA,560512,0.5
295469,7.39532494,5.71E-04,0.13522056,0,11,15,11,0,FALSE,,,"photon (406 to 454 nm, indigo/blue)",7.81818182,11,0,11,0,0.64470417,0,u,M_photon437_u,NaN,NaN,species,TRUE,0,"photon (406 to 454 nm, indigo/blue)",135108612,0.52447552
295019,4.76907269,0.00755697,0.20968437,0,15,11,15,0,FALSE,,,H+,4.06666667,15,0,15,0,0.79060707,0,e,M_h_e,NaN,NaN,species,TRUE,0,H+,64810226,0.09019608
295011,7.4744413,3.07E-05,0.13378926,0,2,15,2,0,FALSE,,,Reduced glutathione,3,2,0,2,0,0.64030882,0,u,M_gthrd_u,NaN,NaN,species,TRUE,0,Reduced glutathione,58362,0.5
308067,5.38505009,2.72E-04,0.18569929,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,"branched-chain-amino-acid transaminase, chloroplast",13.25,4,0,0,0,0.75638611,,,R_BCTAh,,,reaction,TRUE,0,"branched-chain-amino-acid transaminase, chloroplast",555906,0.36029412
295175,5.05779604,7.38E-04,0.19771458,0,8,11,8,0,FALSE,,,L-Malate,4.625,8,0,8,0,0.77456689,0,h,M_mal_DASH_L_h,NaN,NaN,species,TRUE,0,L-Malate,3597812,0.18125
302518,5.37837144,4.29E-05,0.18592989,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,phospholipid: diacylglycerol acyltransferase (18:1(11Z)),15.25,4,0,0,0,0.75675714,,,R_PLDAGAT1819Z1819Z18111Z1,,,reaction,TRUE,0,phospholipid: diacylglycerol acyltransferase (18:1(11Z)),1884542,0.31666667
294425,6.63806833,1.97E-05,0.15064623,0,2,13,2,0,FALSE,,,Acetoacetate,3.5,2,0,2,0,0.68677398,0,x,M_acac_x,NaN,NaN,species,TRUE,0,Acetoacetate,4308,0.5
294203,4.9910095,1.74E-06,0.20036027,0,2,11,2,0,FALSE,,,"2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine",4.5,2,0,2,0,0.77827725,0,c,M_2ahhmd_c,NaN,NaN,species,TRUE,0,"2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine",8900,0.5
307207,4.32468533,7.35E-04,0.2312307,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,alpha-ribazole synthase,133,4,0,0,0,0.81529526,,,R_ARZS,,,reaction,TRUE,0,alpha-ribazole synthase,5890128,0.30985915
301213,4.01232982,8.45E-04,0.24923175,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,diacylglycerol kinase (16:0/18:1(11Z)),167.6,5,0,0,0,0.83264834,,,R_DAGK16018111Z,,,reaction,TRUE,0,diacylglycerol kinase (16:0/18:1(11Z)),5776672,0.2753719
294865,5.31518109,0.00125749,0.18814034,0,2,11,2,0,FALSE,,,"beta-D-Fructose 1,6-bisphosphate",3,2,0,2,0,0.76026772,0,c,M_fdp_DASH_B_c,NaN,NaN,species,TRUE,0,"beta-D-Fructose 1,6-bisphosphate",10808256,0.5
296035,7.72668893,0,0.12942154,0,1,14,1,1,FALSE,0,mmol_per_gDW_per_hr,lidocaine exchange,3,1,0,0,0,0.62629506,,,R_EX_lido_LPAREN_e_RPAREN_,,,reaction,TRUE,0,lidocaine exchange,0,0
294736,5.04495248,3.40E-07,0.19821792,0,2,11,2,0,FALSE,,,diacylglycerolhomoserine (16:0/18:1(9Z)),5,2,0,2,0,0.77528042,0,c,M_dghs1601819Z_c,NaN,NaN,species,TRUE,0,diacylglycerolhomoserine (16:0/18:1(9Z)),466,0.66666667
294189,5.63575649,3.63E-04,0.17743847,0,4,13,4,0,FALSE,,,"(R)-2,3-Dihydroxy-3-methylbutanoate",3.75,4,0,4,0,0.74245797,0,h,M_23dhmb_h,NaN,NaN,species,TRUE,0,"(R)-2,3-Dihydroxy-3-methylbutanoate",395520,0.34375
299991,5.33881325,9.57E-04,0.18730754,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,trans-2-enoyl-CoA reductase (NADPH) (C16:0),35.8,5,0,0,0,0.75895482,,,R_ACOAR7m,,,reaction,TRUE,0,trans-2-enoyl-CoA reductase (NADPH) (C16:0),36361866,0.23673469
299569,4.05445672,5.02E-04,0.24664217,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"cytochrome P-450 reductase, cytosol",127.6,5,0,0,0,0.83030796,,,R_CYTP450R,,,reaction,TRUE,0,"cytochrome P-450 reductase, cytosol",3802128,0.23796992
294159,5.94297457,3.00E-07,0.16826591,0,2,13,2,0,FALSE,,,"1,3-Diaminopropane",6,2,0,2,0,0.7253903,0,h,M_13dampp_h,NaN,NaN,species,TRUE,0,"1,3-Diaminopropane",3990,0.71428571
295653,5.9758541,0.00139154,0.1673401,0,8,13,8,0,FALSE,,,Succinate,4.75,8,0,8,0,0.72356366,0,m,M_succ_m,NaN,NaN,species,TRUE,0,Succinate,21006462,0.16304348
300427,4.05240175,2.79E-04,0.24676724,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase",130.2,5,0,0,0,0.83042213,,,R_THFOR2,,,reaction,TRUE,0,"5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase",4379130,0.24149533
294829,4.81119959,9.08E-06,0.20784837,0,5,11,5,0,FALSE,,,dUTP,4.8,5,0,5,0,0.78826669,0,c,M_dutp_c,NaN,NaN,species,TRUE,0,dUTP,130680,0.27142857
305285,5.3840226,3.85E-04,0.18573473,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,"tyrosine transaminase, chloroplast",13.25,4,0,0,0,0.75644319,,,R_TYRTAh,,,reaction,TRUE,0,"tyrosine transaminase, chloroplast",867338,0.36029412
301164,4.37040843,1.66E-04,0.22881157,0,6,10,6,6,FALSE,0,mmol_per_gDW_per_hr,"linoleate desaturase (2'-18:3(5Z,9Z,12Z)/18:3(9Z,12Z,15Z)/16:0)",107.3333333,6,0,0,0,0.81275509,,,R_ASQDPADS1839Z12Z15Z160,,,reaction,TRUE,0,"linoleate desaturase (2'-18:3(5Z,9Z,12Z)/18:3(9Z,12Z,15Z)/16:0)",2152910,0.24221716
297237,3.81762137,0.00101185,0.26194321,0,7,10,7,7,FALSE,0,mmol_per_gDW_per_hr,"Aminophospholipid translocase (pail18111Z160), extracellular",191.1428571,7,0,0,0,0.84346548,,,R_PAIL18111Z160t,,,reaction,TRUE,0,"Aminophospholipid translocase (pail18111Z160), extracellular",11573586,0.25151172
302333,5.36604161,3.82E-05,0.18635711,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,phospholipid: diacylglycerol acyltransferase (16:0),16.5,4,0,0,0,0.75744213,,,R_PLDAGAT1801819Z1602,,,reaction,TRUE,0,phospholipid: diacylglycerol acyltransferase (16:0),1951932,0.31
307313,3.89108657,0.00112871,0.25699762,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,Se-Adenosylselenohomocysteine hydrolase,184.2,5,0,0,0,0.83938408,,,R_SEAHCYSHYD,,,reaction,TRUE,0,Se-Adenosylselenohomocysteine hydrolase,8173528,0.26705539
294563,4.45620344,6.34E-05,0.22440627,0,5,11,5,0,FALSE,,,"2'-O-all-cis-5,9,12,15-octadecatetraenoyl-sulfoquinovosyldiacylglycerol (2'-18:4(5,9,12,15)/18:2(9Z,12Z)/16:0)",107.8,5,0,5,0,0.8079887,0,c,M_asqdca1829Z12Z160_c,NaN,NaN,species,TRUE,0,"2'-O-all-cis-5,9,12,15-octadecatetraenoyl-sulfoquinovosyldiacylglycerol (2'-18:4(5,9,12,15)/18:2(9Z,12Z)/16:0)",1293170,0.6
306037,5.31672232,6.00E-04,0.18808581,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,"ATP:GDP phosphotransferase, mitochondria",44.8,5,0,0,0,0.76018209,,,R_ATGDm,,,reaction,TRUE,0,"ATP:GDP phosphotransferase, mitochondria",23667454,0.2591716
295394,4.96994606,1.16E-06,0.20120943,0,3,11,3,0,FALSE,,,Pantetheine 4'-phosphate,4.66666667,3,0,3,0,0.77944744,0,c,M_pan4p_c,NaN,NaN,species,TRUE,0,Pantetheine 4'-phosphate,2500,0.45833333
298232,6.52401747,2.13E-05,0.15327979,0,2,14,2,2,FALSE,0,mmol_per_gDW_per_hr,"Isopentenyl diphosphate transport via diffusion, thylakoid lumen",3,2,0,0,0,0.69311014,,,R_PDPtu,,,reaction,TRUE,0,"Isopentenyl diphosphate transport via diffusion, thylakoid lumen",24524,0.5
295790,4.73465194,7.73E-04,0.21120877,0,9,11,9,0,FALSE,,,UDP-glucose,4.77777778,9,0,9,0,0.79251934,0,c,M_udpg_c,NaN,NaN,species,TRUE,0,UDP-glucose,4524036,0.16425121
306337,3.94605703,9.41E-04,0.25341752,0,7,10,7,7,FALSE,0,mmol_per_gDW_per_hr,phosphoribosylamine---glycine ligase,136.7142857,7,0,0,0,0.83633017,,,R_PPRGL,,,reaction,TRUE,0,phosphoribosylamine---glycine ligase,5231510,0.21106421
297453,6.07963011,6.78E-04,0.16448369,0,2,14,2,2,FALSE,0,mmol_per_gDW_per_hr,"nadph transport, eyespot",62.5,2,0,0,0,0.71779833,,,R_NADPHts,,,reaction,TRUE,0,"nadph transport, eyespot",124344192,0.5
294511,5.02543026,8.81E-04,0.19898794,0,4,11,4,0,FALSE,,,S-Adenosylmethioninamine,3.25,4,0,4,0,0.77636499,0,c,M_ametam_c,NaN,NaN,species,TRUE,0,S-Adenosylmethioninamine,3541478,0.28125
294938,7.70408425,7.92E-05,0.12980128,0,2,15,2,0,FALSE,,,gamma-Carotene,2,2,0,2,0,0.62755087,0,h,M_gcaro_h,NaN,NaN,species,TRUE,0,gamma-Carotene,134866,0.5
294807,5.07372207,8.00E-08,0.19709397,0,2,11,2,0,FALSE,,,PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man(3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man,5,2,0,2,0,0.77368211,0,c,M_doldpglcnacglcnacman_DASH_LPAREN_DASH_manmanman_DASH_RPAREN_DASH_manmanman_c,NaN,NaN,species,TRUE,0,PP-Dol(-a1)GlcNAc(4-b1)GlcNAc(4-b1)Man[(6-a1)Man(3-a1)Man(2-a1)Man](3-a1)Man(2-a1)Man(2-a1)Man,8,0.8
297569,5.70819419,2.23E-04,0.17518675,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,10-Formyltetrahydrofolate glyoxysomal transport via diffusion,5,2,0,0,0,0.73843366,,,R_10FTHFtx,,,reaction,TRUE,0,10-Formyltetrahydrofolate glyoxysomal transport via diffusion,933024,0.5
295330,4.85435397,2.57E-04,0.20600063,0,2,11,2,0,FALSE,,,Obtusifoliol,5,2,0,2,0,0.78586922,0,c,M_obfool_c,NaN,NaN,species,TRUE,0,Obtusifoliol,471854,0.5
298743,4.90624197,0.0010847,0.20382199,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,"farnesyl pyrophosphate synthase, chloroplast",56.8,5,0,0,0,0.78298656,,,R_FPPSh,,,reaction,TRUE,0,"farnesyl pyrophosphate synthase, chloroplast",23819622,0.21882353
305242,6.63704084,8.40E-07,0.15066956,0,2,14,2,2,FALSE,0,mmol_per_gDW_per_hr,phosphoribosylanthranilate isomerase,2,2,0,0,0,0.68683106,,,R_PRAI,,,reaction,TRUE,0,phosphoribosylanthranilate isomerase,1366,0.5
303138,6.34009761,8.32E-05,0.15772628,0,4,14,4,4,FALSE,0,mmol_per_gDW_per_hr,"phosphatidylglycerolphosphate synthase (18:1(11Z)/16:0), chloroplast",4.5,4,0,0,0,0.70332791,,,R_PGPS18111Z160h,,,reaction,TRUE,0,"phosphatidylglycerolphosphate synthase (18:1(11Z)/16:0), chloroplast",94080,0.26923077
294718,4.10069355,0.0012212,0.24386119,0,6,11,6,0,FALSE,,,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z))",90.66666667,6,0,6,0,0.82773925,0,h,M_dgdg1819Z1619Z_h,NaN,NaN,species,TRUE,0,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z))",23480478,0.48207885
299756,4.83072181,7.53E-04,0.2070084,0,7,12,7,7,FALSE,0,mmol_per_gDW_per_hr,biotin carboxylase,60.71428571,7,0,0,0,0.78718212,,,R_BTNC,,,reaction,TRUE,0,biotin carboxylase,11341970,0.20380302
295200,5.91780118,0,0.16898168,0,1,13,1,0,FALSE,,,methyl formate,4,1,0,1,0,0.72678882,0,h,M_mfor_h,NaN,NaN,species,TRUE,0,methyl formate,0,0
294843,6.84253789,1.25E-04,0.14614461,0,2,13,2,0,FALSE,,,Electron transfer flavoprotein reduced,4,2,0,2,0,0.67541456,0,m,M_etfrd_m,NaN,NaN,species,TRUE,0,Electron transfer flavoprotein reduced,507690,0.6
